RecordID	RID	Squib	ReferenceReaction
39960	17167	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACFCF91A246CA95B24191B44B1DFB55C?id=2000THE/MEL676-685:45	n-C4H10 + ·Cl → Products
39961	17167	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACFCF91A246CA95B24191B44B1DFB55C?id=2000THE/MEL676-685:41	C2H6 + ·Cl → Products
39962	17167	http://kinetics.nist.gov/kinetics/Detail;jsessionid=ACFCF91A246CA95B24191B44B1DFB55C?id=2000THE/MEL676-685:43	C3H8 + ·Cl → Products
39967	17168	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E3934003033C1D072C0DE4FFAC83177F?id=2001DAN/AND3057-3063:9	1-C4H8 + NO3 → Products
39968	17168	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E3934003033C1D072C0DE4FFAC83177F?id=2000PAP/ARE79-84:13	Methacrolein + NO3 → Products
39969	17168	http://kinetics.nist.gov/kinetics/Detail;jsessionid=E3934003033C1D072C0DE4FFAC83177F?id=1997DAN/NIE3479-3483:6	1-C4H8 + NO3 → Products
39979	17171	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C344D7D00DD45B0DD425208B2CC05FA3?id=2001DAN/AND3057-3063:37	1-C4H8 + ·OH → Products
39980	17171	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C344D7D00DD45B0DD425208B2CC05FA3?id=2000PAP/ARE79-84:3	C2H5COCH3 + ·OH → Products
39981	17171	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C344D7D00DD45B0DD425208B2CC05FA3?id=1981KER/SHE960:10	C2H4 + ·OH → Products
39982	17171	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C344D7D00DD45B0DD425208B2CC05FA3?id=1981AUD/BAU2541:4	CH3CHO + ·OH → Products
39996	17182	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE13C7A1F687B08187736D2BB84AD86F?id=1995HOO/NIK1197-1206:16	n-C4H10 + ·Cl → Other Products + HCl
39997	17182	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE13C7A1F687B08187736D2BB84AD86F?id=1988WAL/SKE867:21	n-C4H10 + ·Cl → Other Products + HCl
39998	17182	http://kinetics.nist.gov/kinetics/Detail;jsessionid=AE13C7A1F687B08187736D2BB84AD86F?id=1985ATK/ASC33-41:23	n-C4H10 + ·Cl → Other Products + HCl
40012	17187	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F445CEF2F3DB449608C2914C15F73D0E?id=1972ROZ/VOR425:10	HN3 + NH2 → NH3 + ·N3
40014	17189	http://kinetics.nist.gov/kinetics/Detail;jsessionid=08DEC4219DAD7F66FA4DD84A5971B547?id=1984FUJ/RUF2570:1	H· + n-C6D14 → Other Products + HD
40042	17198	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=1993MCL/KAN137-149:8	n-C5H12 + ·OH → Other Products + H2O
40043	17198	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=1986BAR/BAS445:18	C2H4 + ·OH → Products
40044	17198	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=1976WU/JAP191:5	(Z)-2-C4H8 + ·OH → Products
40045	17198	http://kinetics.nist.gov/kinetics/Detail;jsessionid=74E7F413AE167F5649B64356F89CBEDC?id=1976LLO/DAR789:19	n-C4H10 + ·OH → Other Products + H2O
40052	17199	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C60B6532AFB204B3EF0F0AA305F97560?id=2004IAN/AND191-208:9	n-hexane-d1 + ·OH → Products
40053	17199	http://kinetics.nist.gov/kinetics/Detail;jsessionid=C60B6532AFB204B3EF0F0AA305F97560?id=2003AND/CZU6191-6199:11	Toluene + ·OH → Products
40056	17200	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F7AFED051D24286A37772353A2B9C6CD?id=2006LOI/BER13500-13506:11	1-C6H14 + ·CH → Products
40059	17203	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1E8BDA52D28ED308C021EF78F680C7D1?id=2006LI/FAN276-280:16	(CH3)3CO· → (CH3)2CO + ·CH3
40060	17203	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1E8BDA52D28ED308C021EF78F680C7D1?id=2006LI/FAN276-280:17	(CH3)3CO· → (CH3)2CO + ·CH3
40077	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1985KOP/BAC610:18	(CH3)2CH(CH2)2CH3 → Products
40078	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1985KOP/BAC610:17	(C2H5)2CHCH3 → Products
40079	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1985KOP/BAC610:19	n-C5H12 → Products
40080	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1983GAG/KOR43:3	n-C4H10 → Products
40081	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1982GAG/KOR42:3	C3H8 → Products
40082	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1979KAL/NAM32:1	C2H6 → Products
40083	17207	http://kinetics.nist.gov/kinetics/Detail;jsessionid=303F77BC6AAD25867BBC5122B5BDE4B5?id=1979KAL/NAM32:2	n-C5H12 → Products
40085	17208	http://kinetics.nist.gov/kinetics/Detail;jsessionid=B79FF9747A59CE57D1DB1512A132F7F2?id=1993DON/SHA273-284:24	C2H6 + ·Cl → ·C2H5 + HCl
40089	17211	http://kinetics.nist.gov/kinetics/Detail;jsessionid=37DF39A13BB9A9238FECE1E73DD50A6D?id=1993DON/SHA273-284:22	Cyclohexane + ·OH → Cyclohexyl + H2O
40094	17213	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F022695555068B290CCA42AD103946A4?id=2004SID/WEN7386-7392:6	n-C3H7OH + ·OH → Products
40095	17213	http://kinetics.nist.gov/kinetics/Detail;jsessionid=F022695555068B290CCA42AD103946A4?id=2004ODO/SID7386-7392:6	n-C3H7OH + ·OH → Products
40102	17215	http://kinetics.nist.gov/kinetics/Detail;jsessionid=25FA70CD00A559A6BE74316BA53772BA?id=2000ATK/TUA623-631:2	Cyclohexane + ·OH → Products
40107	17217	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4378755975271AF37D68DF81BA046D52?id=2009XIN/TAK268-272:9	C2H2 + ·Cl → Products
40108	17217	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4378755975271AF37D68DF81BA046D52?id=2009XIN/TAK268-272:10	C2H4 + ·Cl → Products
40111	17218	http://kinetics.nist.gov/kinetics/Detail;jsessionid=368F50E73318303D65E0D8D289F37B01?id=1997STE/MEN2865-2875:8	(n-C3H7)2O + ·OH → Other Products + H2O
40116	17223	http://kinetics.nist.gov/kinetics/Detail;jsessionid=962440C6ADE65BDAC9C85CC821E2C976?id=1975KNO/WIL673:1	2,5-Hexanedione + ·CH3 → (CH3)2CO + C2H5COCH3
40128	17230	http://kinetics.nist.gov/kinetics/Detail;jsessionid=7489859951A6AF75AD083F9B9135C459?id=1980KNO/RIC623:4	(CD3)2CO + ·CH3 → Other Products + CH3D
40164	17233	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15EBE1A1D9B6D0B2B6337411A6EBC26?id=1990ATK/TUA1071-1082:2	(E)-2-C4H8 + NO3 → Products
40165	17233	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15EBE1A1D9B6D0B2B6337411A6EBC26?id=1988ATK/ASC3454:14	(E)-2-C4H8 + NO3 → Products
40166	17233	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15EBE1A1D9B6D0B2B6337411A6EBC26?id=1988ATK/ASC3454:15	Bicyclo[2.2.2]oct-2-ene + NO3 → Products
40167	17233	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15EBE1A1D9B6D0B2B6337411A6EBC26?id=1985ATK/ASC87:8	(E)-2-C4H8 + NO3 → Products
40168	17233	http://kinetics.nist.gov/kinetics/Detail;jsessionid=D15EBE1A1D9B6D0B2B6337411A6EBC26?id=1985ATK/ASC87:6	CH3CH=CH2 + NO3 → Products
40186	17236	http://kinetics.nist.gov/kinetics/Detail;jsessionid=445716100C62425E27646CA18016D0AB?id=1998ALV/ARE281-297:2	CH3CH=CH2 + ·OH → Products
40199	17243	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D8B25FB8CD9BFCB4620BEEAB00F1A5A?id=2005CAB/VIL1935-1944:3	n-C9H20 + ·Cl → Products
40200	17243	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D8B25FB8CD9BFCB4620BEEAB00F1A5A?id=2005CAB/VIL1935-1944:4	(E)-2-C4H8 + ·Cl → Products
40201	17243	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D8B25FB8CD9BFCB4620BEEAB00F1A5A?id=2005CAB/VIL1935-1944:2	1-C4H8 + ·Cl → Products
40202	17243	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D8B25FB8CD9BFCB4620BEEAB00F1A5A?id=2005CAB/VIL1935-1944:1	C3H8 + ·Cl → Products
40209	17245	http://kinetics.nist.gov/kinetics/Detail;jsessionid=070349147E8E21E5CE812CEADA5A7C8D?id=1996KIN/BER679-683:2	(E)-2-C4H8 + NO3 → Products
40210	17245	http://kinetics.nist.gov/kinetics/Detail;jsessionid=070349147E8E21E5CE812CEADA5A7C8D?id=1988ATK/ASC3454:12	(E)-2-C4H8 + NO3 → Products
40211	17245	http://kinetics.nist.gov/kinetics/Detail;jsessionid=070349147E8E21E5CE812CEADA5A7C8D?id=1985ATK/ASC87:4	(E)-2-C4H8 + NO3 → Products
40223	17250	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2988EE9386B7E4B4569CFFE7BE6A6DBE?id=1992BIE/BAR813-817:2	CH3CH=CH2 + ·OH → Products
40224	17250	http://kinetics.nist.gov/kinetics/Detail;jsessionid=2988EE9386B7E4B4569CFFE7BE6A6DBE?id=1984TUA/ATK691:2	CH2=C(CH3)CH=CH2 + ·OH → Products
40229	17252	http://kinetics.nist.gov/kinetics/Detail;jsessionid=9B2B160AFC5172F1E770B1C12332B5E7?id=1998FUL/DIB7480-7486:3	Furan → C2H2 + H2C=C=O
40239	17255	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1EB201A956212F0CC771AE6503537A94?id=2013ALW/WAL295-305:3	1-C6H14 + ·Cl → Products
40240	17255	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1EB201A956212F0CC771AE6503537A94?id=2013ALW/WAL295-305:4	1-C6H14 + ·Cl → Products
40241	17255	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1EB201A956212F0CC771AE6503537A94?id=2013ALW/WAL295-305:5	n-C5H12 + ·Cl → Products
40242	17255	http://kinetics.nist.gov/kinetics/Detail;jsessionid=1EB201A956212F0CC771AE6503537A94?id=2013ALW/WAL295-305:6	n-C5H12 + ·Cl → Products
40256	17259	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A44ACDBCF0EE2C1BC1CC346F1EA6693?id=1988ATK/ASC3454:10	(E)-2-C4H8 + NO3 → Products
40257	17259	http://kinetics.nist.gov/kinetics/Detail;jsessionid=4A44ACDBCF0EE2C1BC1CC346F1EA6693?id=1988ATK/ASC3454:8	CH3CH=CH2 + NO3 → Products
40273	17267	http://kinetics.nist.gov/kinetics/Detail;jsessionid=0D2852F5419A7E2B467BE998182EBB2A?id=2003MOR/SID1499-1505:11	CH3OCH2CH(CH3)OH + ·OH → Products
